start	end	text
394000	396000	poco error, el tema es que la mayoría
396000	398000	de las estaciones están en el medio
398000	400000	y eso es lo difícil de evaluar
400000	402000	con este tipo de modelos
402000	404000	y en el caso de las tasas de captura
404000	406000	es
406000	408000	la complejidad acá es cómo se estima
408000	410000	ese porcentaje de ingreso
410000	412000	de vehículos a la estación
412000	414000	porque cuando uno mira los casos reales
414000	416000	dependiendo
416000	418000	del tipo de arteria
418000	420000	la tasa de captura puede estar
420000	422000	en torno al 1 al 1.5%
422000	424000	en torno al 3.5%
424000	426000	en torno al 5%
426000	428000	en torno al 15%
428000	430000	y la pregunta es de qué depende esto
430000	432000	entonces
432000	434000	en función de ver las limitaciones
434000	436000	que tenían estos métodos tradicionales
436000	438000	que usaba la industria
438000	440000	nos surgió la siguiente hipótesis
440000	442000	la pregunta que nos hacíamos es
442000	444000	si tenemos un conjunto grande
444000	446000	con gran cantidad de datos
446000	448000	que tenga todas las características
448000	450000	relevantes de una estación de servicio
450000	452000	y que deberíamos en teoría
452000	454000	poder entrenar un volumen
454000	456000	que capture esas particularidades
456000	458000	que explican el volumen
458000	460000	y nos permita predecirlo
460000	462000	en estaciones que no existen
462000	464000	pero que van a tener ciertas características
464000	466000	esta fue la gran idea
466000	468000	que tuvimos con hipótesis
468000	470000	y transformamos entonces
470000	472000	este problema
472000	474000	en tres problemas operacionalizables
474000	476000	que son definir el tamaño del conjunto
476000	478000	estimar cuáles son las características relevantes
478000	480000	para el modelo
482000	484000	vamos a ver
484000	486000	cada una de estos tres problemas
486000	488000	en particular
488000	490000	y empezamos con la definición del tamaño del conjunto
490000	492000	de qué tamaño debería ser el conjunto
492000	494000	para entrenar este modelo
494000	496000	bueno, en Argentina tenemos
496000	498000	más o menos 4200 estaciones de servicio
498000	500000	dado que es un número
500000	502000	relativamente acotado
502000	504000	dijimos cuanto más grande sea el conjunto
504000	506000	mejor, ahora como le esquimos
506000	508000	bueno, la variable
508000	510000	de respuesta que queremos usar nosotros
510000	512000	es el volumen de ventas
512000	514000	no todas las estaciones que existen
514000	516000	reportan el volumen de ventas en forma regular
516000	518000	a la Secretaría de Energía
518000	520000	con lo cual dijimos, vamos a agarrar el conjunto
520000	522000	de estaciones que sí reportan en forma regular
522000	524000	que terminaba
524000	526000	transformándose en un conjunto de más o menos
526000	528000	4200 estaciones
528000	530000	un conjunto de aproximadamente 3.800 estaciones
530000	532000	en segundo lugar
532000	534000	nos quedaba definir
534000	536000	las características relevantes
536000	538000	de las estaciones para introducir el modelo
538000	540000	esto lo hicimos en base
540000	542000	a primer lugar
542000	544000	tomando experiencia en la industria
544000	546000	hicimos survey con expertos
546000	548000	usamos nuestra experiencia de campo
548000	550000	en particular
550000	552000	esto lo hicimos desde el área de planeamiento de red
552000	554000	el equipo que lo hizo
554000	556000	había recorrido
556000	558000	más de 30.000 kilómetros de rutas nacionales
558000	560000	había visitado
560000	562000	todas las ciudades de más de
562000	564000	100.000 habitantes del país
564000	566000	y todas las ciudades entre
566000	568000	10.000 y 100.000 habitantes que estaban
568000	570000	a los costados
570000	572000	de estos 30.000 kilómetros de rutas nacionales
572000	574000	con lo cual
574000	576000	de alguna forma había generado
576000	578000	una aurística después de ver más de
578000	580000	2.000 estaciones de qué era lo importante
580000	582000	y qué era lo que no
582000	584000	y por último dado que
584000	586000	al momento de definir las variables
586000	588000	antes de tener que relevarlas no había límite
588000	590000	hicimos un brainstorming con los sectores
590000	592000	lucrados en el área de ventas
592000	594000	para ver qué otras variables
594000	596000	les podían ocurrir como relevantes
598000	600000	y por último teníamos que definir
600000	602000	qué modelos utilizar
602000	604000	básicamente teníamos dos grandes candidatos
604000	606000	los basados en árboles que son los que
606000	608000	se suelen utilizar para
608000	610000	datos estructurados
610000	612000	también pensamos usar como candidato
612000	614000	las redes neuronales al final funcionaron
614000	616000	mucho mejor los diárboles por eso
616000	618000	son los que vamos a contar hoy
618000	620000	y vamos a entrar en los resultados
620000	622000	de los modelos en base a
622000	624000	redes neuronales artificiales
626000	628000	yendo al primer problema
628000	630000	que es la construcción de las listas de características
630000	632000	una vez ya definido que vamos a trabajar
632000	634000	sobre las 1.800 estaciones
634000	636000	vamos a ver cómo lo hicimos
636000	638000	tenemos
638000	640000	tres grandes fuentes de características
640000	642000	las variables
642000	644000	que podemos obtener de alguna fuente pública
644000	646000	o privada de fácil acceso
646000	648000	que es lo que normalmente
648000	650000	todos conocemos como el dataset
650000	652000	en este caso sería
652000	654000	volviendo a la analogía de la persona
654000	656000	que estaba buscando la billetera
656000	658000	esto sería lo que está bajo la luz
658000	660000	¿Qué tenemos ahí?
660000	662000	coordenadas las estaciones, precios
662000	664000	volúmenes históricos
664000	666000	después podemos
666000	668000	a partir de las variables que tenemos
668000	670000	calcular otras variables
670000	672000	que es lo que normalmente llamamos
672000	674000	feature engineering
674000	676000	market share
676000	678000	la población dentro de X radio
678000	680000	y por último tenemos algo
680000	682000	de lo que generalmente
682000	684000	no hablamos
684000	686000	que es las variables que no están en ningún lado
686000	688000	y que hay que relevar
688000	690000	en este caso estamos hablando del layout
690000	692000	tipo de surtidores
692000	694000	y otras más que vamos a
694000	696000	ir comentando
696000	698000	¿Cómo obtenemos
698000	700000	esos datos?
700000	702000	bueno para lo que son los datos públicos
702000	704000	y privados básicamente
704000	706000	lo que tenemos es un proceso clásico de tele
706000	708000	de extracción, análisis, limpieza
708000	710000	corrección e integración
710000	712000	y esta primera
712000	714000	construcción del modelo de predicción de ventas
714000	716000	generó una serie de procesos
716000	718000	que hoy son procesos mensuales
718000	720000	que nos permiten además de
720000	722000	alimentar este modelo
722000	724000	alimentar otros muchos modelos
724000	726000	y además tener un monitoreo
726000	728000	de cómo está el mercado y cómo está la competencia
728000	730000	con un nivel muy fino en forma mensual
730000	732000	que va a generar datos trabajos de estaciones
732000	734000	de volúmenes, de reviews de Google Maps
736000	738000	El feature engineering
738000	740000	lo usamos
740000	742000	básicamente
742000	744000	la mayoría de las variables son cálculos
744000	746000	usando sistemas de información geográfica
746000	748000	es decir es un feature engineering
748000	750000	no con lógica matemática
750000	752000	no transformamos las variables
752000	754000	y obtenemos otras variables a partir
754000	756000	de ciertas funciones sino
756000	758000	buscamos cosas que puedan llegar a tener
758000	760000	lógica de un sentido de negocio
760000	762000	por ejemplo, cuál es el market share
762000	764000	dentro del kilómetro de radio
764000	766000	los dos kilómetros, los cinco kilómetros
766000	768000	cuál es el love of share
768000	770000	para el caso de tiendas cuántos kioscos tengo cerca
770000	772000	cuántos cafés tengo cerca
772000	774000	cuál es el nivel socioeconómico
774000	776000	de la población
776000	778000	que tengo dentro de determinado radio
778000	780000	ese es el tipo de feature engineer que usamos acá
780000	782000	y por último nos quedaba
782000	784000	relevar
784000	786000	130 características
786000	788000	en esas aproximadamente 3.080 estaciones
788000	790000	de servicio
790000	792000	que eran las que habían surgido de el proceso
792000	794000	que les comentamos antes de service con expertos
796000	798000	de
798000	800000	las heurísticas
800000	802000	de haber
802000	804000	recorrido el país y del
804000	806000	proceso de brainstorming
806000	808000	la pregunta que viene acá es
808000	810000	cómo hacemos para que nos den presupuesto
810000	812000	para
812000	814000	relevar 3.080 estaciones de servicios
814000	816000	en forma presencial
816000	818000	estamos hablando
818000	820000	de 200, 300.000 dólares
820000	822000	que se hará hacer esto
822000	824000	básicamente lo que hicimos fue
824000	826000	presentar la idea
826000	828000	y contar la historia de
828000	830000	supermercados target
830000	832000	es una historia que supongo que la
832000	834000	habrán visto, que la conocen
834000	836000	en el año 2002
836000	838000	un estadístico que empezaba a trabajar
838000	840000	en supermercados target
840000	842000	recibió una pregunta de su equipo de marketing
842000	844000	que le consultaba si
844000	846000	consideraba que sería posible
846000	848000	identificar
848000	850000	cuando una mujer estaba embarazada
850000	852000	incluso si
852000	854000	esa mujer no quería que lo supieran
854000	856000	y lo que hizo
856000	858000	supermercados target fue armar
858000	860000	con todos los datos que tenían
860000	862000	un modelo que
862000	864000	a partir de 25 productos trazadores
864000	866000	le permitía identificar si una mujer
866000	868000	estaba embarazada o no
868000	870000	qué trimestre estaba cursando
870000	872000	o si no se ha hecho probable departo
872000	874000	este caso se hizo muy famoso
874000	876000	no solamente porque está contado en el libro
876000	878000	que mencionábamos, sino porque
878000	880000	fue nota de Forbes cuando
880000	882000	el padre de un adolescente se quejó
882000	884000	al gerente de una sucursal
884000	886000	porque su hija estaba recibiendo cupones de descuento
886000	888000	para productos relacionados con bebé
888000	890000	se quejaba porque les preguntaba
890000	892000	si la estaban induciendo a quedar embarazada
892000	894000	y unos días más tarde se disculpó
894000	896000	porque
896000	898000	justamente después de tener una charla con su hija
898000	900000	que realmente estaba embarazada
900000	902000	y justamente el caso se hizo famoso porque
902000	904000	los sistemas estadísticos de target
904000	906000	supieron que el adolescente estaba embarazada
906000	908000	antes que el padre
908000	910000	la gran enseñanza que sacamos de acá
910000	912000	no solamente es que es posible ser
912000	914000	con buenos datos
914000	916000	sino que
916000	918000	lo importante
918000	920000	era el conjunto de datos
920000	922000	target tenía
922000	924000	el 50%
924000	926000	de lo que vendía
926000	928000	para asociar a una persona determinada
928000	930000	es
930000	932000	por eso que conociendo la demografía de los clientes
932000	934000	podía ser en inferencias super
934000	936000	robustas a partir de las ventas
936000	938000	la clave en el modelo entonces
938000	940000	de target estaba mucho más en el
940000	942000	dataset que en el modelo estadístico
942000	944000	entonces con esta idea en la cabeza
944000	946000	convencimos
946000	948000	al equipo de dirección
948000	950000	que nos aprobaba el presupuesto
950000	952000	ese proceso
952000	954000	de contratación, relevamiento
954000	956000	de datos nos llevó un año y medio
956000	958000	el proceso
958000	960000	de construcción de los datos
960000	962000	originales nos llevó
962000	964000	dos años
964000	966000	básicamente lo empezamos antes
966000	968000	y todo el proceso completo
968000	970000	desde que empezamos a tener
970000	972000	las ideas y fuimos
972000	974000	obteniendo cada vez más datos
974000	976000	hasta que llegamos al dataset
976000	978000	que nos permitió construir el modelo
978000	980000	nos habrá llevado aproximadamente unos 5 años
980000	982000	desde que empezamos
982000	984000	confirmamos la máxima
984000	986000	de ETL
986000	988000	y de los procesos Machine Learning
988000	990000	donde se suele decir que
990000	992000	el 95% del tiempo
992000	994000	se va a obtener
994000	996000	y construir el conjunto de datos
996000	998000	y solamente 5% en entrenar
998000	1000000	a los modelos y obtener los resultados
1002000	1004000	una vez que tuvimos
1004000	1006000	el conjunto de datos
1006000	1008000	construido, las estaciones relevadas
1008000	1010000	necesitábamos
1010000	1012000	entrenar el modelo y predecir
1012000	1014000	un volumen de ventas
1014000	1016000	y lo que necesitábamos era un valor
1016000	1018000	necesitábamos saber cuánto iba a vender
1018000	1020000	en metros cúbicos
1020000	1022000	entonces había dos formas de plantear el problema
1022000	1024000	una era forma de problema continuo
1024000	1026000	problema de regresión o de discreto
1026000	1028000	de clasificación
1028000	1030000	y la pregunta es si lo planteamos como
1030000	1032000	continuo en ningún problema
1032000	1034000	ponemos los volúmenes
1034000	1036000	como variable de respuesta
1036000	1038000	si lo planteamos como discreto la pregunta es
1039000	1041000	y la solución
1041000	1043000	que se nos ocurrió
1043000	1045000	era hacer
1045000	1047000	en el mismo conjunto
1047000	1049000	en reparticiones de dos clases
1049000	1051000	esas dos clases iban a ser
1051000	1053000	la estación vende más de un x volumen
1053000	1055000	o menos de un x volumen por mes
1055000	1057000	y esas x las definimos en
1057000	1059000	100 mil litros
1059000	1061000	150 mil litros
1061000	1063000	200 mil litros, 250 mil litros
1063000	1065000	y así con cortes de 50 mil
1065000	1067000	hasta un millón de litros
1067000	1069000	trabajamos en metros cúbicos
1069000	1071000	por eso también 200, 150, 200
1071000	1073000	etc.
1073000	1075000	y el modelo fue entrenado para que pudiera
1075000	1077000	trabajar bien en el rango de
1077000	1079000	100 metros cúbicos hasta
1079000	1081000	1000 metros cúbicos
1081000	1083000	a este
1083000	1085000	conjunto de datos y a cada una
1085000	1087000	de esas particiones le aplicamos
1087000	1089000	un conjunto de algoritmos
1089000	1091000	y básicamente usamos random forest
1091000	1093000	c50,
1093000	1095000	catbus,
1095000	1097000	y daishi bien
1097000	1099000	y al principio hicimos separaciones
1099000	1101000	para probar en conjuntos de trénites
1101000	1103000	entre 25, 75, 80,
1103000	1105000	15, 85, 90
1105000	1107000	10, nos terminamos
1107000	1109000	quedando con el de 20, 80
1109000	1111000	pero no vimos grandes variaciones entre todos
1111000	1113000	como
1113000	1115000	producto final
1115000	1117000	de este proceso
1117000	1119000	tuvimos los modelos entrenados
1119000	1121000	y la importancia relativa de
1121000	1123000	variables
1123000	1125000	este es un ejemplo de algunos modelos
1125000	1127000	entrenados con
1127000	1129000	las métricas de accuracy
1129000	1131000	de sensibilidad
1131000	1133000	de especificidad y de área bajo la curva
1133000	1135000	en línea general, bueno ahora vamos a ver
1135000	1137000	que si bien usamos todos estos
1137000	1139000	terminaron dando muy muy bien
1139000	1141000	los más justos terminaron siendo random forest
1141000	1143000	y c50 que fue con los que nos terminamos
1143000	1145000	quedando al final
1147000	1149000	¿Cómo es el resultado cuando aplicamos
1149000	1151000	estos modelos entrenados
1151000	1153000	en el conjunto de test?
1153000	1155000	Bueno, habiendo hecho las particiones
1155000	1157000	lo que tenemos es
1157000	1159000	básicamente
1159000	1161000	una probabilidad
1161000	1163000	por rango de volumen, lo que nos está diciendo
1163000	1165000	para esta estación en particular el modelo
1165000	1167000	es que está viendo un 0,78
1167000	1169000	de probabilidad de que venda
1169000	1171000	100,000 litros por mes
1173000	1175000	más de 100,000 litros
1175000	1177000	y 0,13 de que venda más de 150,000
1177000	1179000	básicamente
1179000	1181000	diciendo que esta estación debería estar
1181000	1183000	en torno a los 100,000 litros
1183000	1185000	por mes
1185000	1187000	este es la probabilidad
1187000	1189000	promedio, fíjense que cada uno de los modelos
1189000	1191000	da bastante similar, tiene una barra
1191000	1193000	muy alta y después
1193000	1195000	las probabilidades se caen
1195000	1197000	y recordemos que como decíamos al principio
1197000	1199000	el modelo está entrenado para el rango de
1199000	1201000	100 a 1000
1201000	1203000	con lo cual lo que sea menos de 100
1203000	1205000	y más de 1000 le va a costar más
1205000	1207000	en este caso la estación
1207000	1209000	vendía 93 metros
1209000	1211000	casi 94
1211000	1213000	y nos estaba dando una probabilidad de casi 0,80
1213000	1215000	de vender 100
1215000	1217000	el modelo andaba bien para este caso
1219000	1221000	vemos acá otro ejemplo
1221000	1223000	una estación
1223000	1225000	de la bandera gel
1225000	1227000	y acá lo que estamos viendo es que
1227000	1229000	el modelo nos está diciendo que esta estación
1229000	1231000	tiene una probabilidad alta de vender
1231000	1233000	más de 100,000 litros
1233000	1235000	alta de vender más de 150,000 litros
1235000	1237000	alta de vender más de 200,000 litros
1237000	1239000	pero ya baja
1239000	1241000	muy baja de vender más de 250,000
1241000	1243000	litros
1243000	1245000	esto se traduce en que el modelo nos está diciendo que esta estación
1245000	1247000	está más o menos entre los 200
1247000	1249000	y los 250 metros
1249000	1251000	prácticamente todos los modelos dan
1251000	1253000	muy similar
1253000	1255000	y el promedio da este resultado
1255000	1257000	cuando vemos cuánto vende realmente la estación
1257000	1259000	vemos que vende 205 metros cúbicos
1259000	1261000	vamos a ver otro ejemplo
1261000	1263000	acá lo que tenemos es una IPF
1263000	1265000	fíjense que vimos una oil
1265000	1267000	una gel, una IPF
1267000	1269000	estamos viendo todas estaciones de otras banderas
1269000	1271000	con lo cual estamos usando
1271000	1273000	información que obtuvimos
1273000	1275000	en forma pública pues
1275000	1277000	salvo el volumen que está reportado
1277000	1279000	del resto no sabemos nada
1279000	1281000	en este ejemplo
1281000	1283000	lo que vemos es que el promedio
1283000	1285000	nos está diciendo que esta estación tiene una probabilidad
1285000	1287000	altas de vender
1287000	1289000	de 100, 150
1289000	1291000	200, 250
1291000	1293000	300, 350
1293000	1295000	400 y baja
1295000	1297000	en 450
1297000	1299000	es decir que es una estación que tiene probabilidad alta de vender
1299000	1301000	más de 400 menos de 450 metros
1303000	1305000	vende 400 casi 413 metros
1307000	1309000	acá también tenemos el modelo
1309000	1311000	prediciendo muy bien el rango de ventas
1313000	1315000	lo mismo para otra estación IPF
1315000	1317000	vamos a ver que las probabilidades
1317000	1319000	son altas
1319000	1321000	para 100, 150
1321000	1323000	200, 250
1323000	1325000	300, 350
1325000	1327000	400, 450
1327000	1329000	500, 550
1329000	1331000	600, 650
1331000	1333000	700, 750 crepes
1333000	1335000	hasta 800 que llega
1335000	1337000	y lo que vemos es que vende entre
1337000	1339000	800 y 850
1339000	1341000	también el modelo
1341000	1343000	funciona muy bien en este caso
1345000	1347000	qué pasa
1347000	1349000	acá
1349000	1351000	acá tengo un modelo
1351000	1353000	que me está diciendo que las probabilidades son muy altas
1353000	1355000	para todos los rangos
1355000	1357000	en ningún momento cae
1357000	1359000	por qué
1359000	1361000	porque la estación vende
1361000	1363000	1,470,000 litros
1363000	1365000	y el modelo está entrenado
1365000	1367000	para predecir
1367000	1369000	bien
1369000	1371000	en el rango de 100 a 1000
1371000	1373000	lo que esté arriba de 1000
1373000	1375000	es decir, si es alto
1375000	1377000	vende más de 1000 con una probabilidad alta
1377000	1379000	pero no te puedo decir si son
1379000	1381000	1,150, 1,100, 2,000, 3,000
1381000	1383000	o lo que sea
1385000	1387000	esto puede parecer
1387000	1389000	un problema, la realidad es que las bocas
1389000	1391000	que venden, las estaciones que venden
1391000	1393000	más de 1 millón de litros en Argentina
1393000	1395000	son del orden del 2%
1395000	1397000	es decir que para el grueso
1397000	1399000	de las estaciones que existen y se construyan
1399000	1401000	esto anda muy bien
1401000	1403000	por último, un caso
1405000	1407000	raro
1407000	1409000	¿por qué digo raro?
1409000	1411000	porque el modelo nos está diciendo que
1411000	1413000	cuando uno lo mira acá
1413000	1415000	nos dice que esta estación tiene
1415000	1417000	probabilidad alta de vender más de 100, 150, 200
1417000	1419000	250, 300, 350
1419000	1421000	400 metros cúbicos
1421000	1423000	pero
1423000	1425000	muy baja probabilidad de vender
1425000	1427000	más de 450
1427000	1429000	ahora cuando vemos
1429000	1431000	todo esto es lo que realmente vende
1431000	1433000	330
1433000	1435000	es decir que esta barra de acá nos está
1435000	1437000	confundiendo
1437000	1439000	tendría que haber considerado esta
1439000	1441000	ahora eso a priori no lo sabemos
1441000	1443000	por eso el modelo funciona
1443000	1445000	bien
1445000	1447000	más o menos 9 de cada 10 casos
1447000	1449000	tenemos un orden de error
1449000	1451000	del 10%
1451000	1453000	igualmente
1453000	1455000	no predice con la precisión que quisiéramos
1455000	1457000	pero tampoco es que
1457000	1459000	estamos muy lejos de la realidad
1461000	1463000	con esto entrenado
1463000	1465000	nos quedaba un problema
1465000	1467000	adicional antes de pasar a producción
1467000	1469000	y era que
1469000	1471000	la cantidad de variables que teníamos originalmente
1471000	1473000	en el modelo estaban en torno a las 400
1473000	1475000	entonces
1475000	1477000	cuando esto está listo y uno le dice bueno
1477000	1479000	vamos a alguien
1479000	1481000	el área de desarrollo de rendos
1481000	1483000	vamos a construir una estación nueva
1483000	1485000	me puedo decir que volumen va a vender
1485000	1487000	pero me tenés que dar estas 400 variables
1487000	1489000	y es medio
1489000	1491000	poco operativo eso
1491000	1493000	entonces lo que buscamos es
1493000	1495000	ver de reducir esas variables
1495000	1497000	buscarlas las más relevantes
1497000	1499000	y ver si cuando reentrenábamos el modelo
1499000	1501000	perdíamos qué capacidad predictiva perdíamos
1501000	1503000	y la realidad que lo hicimos
1503000	1505000	y no solamente vimos que no perdíamos capacidad
1505000	1507000	predictiva sino que
1507000	1509000	en la versión final
1509000	1511000	llegábamos a tener mayor capacidad
1511000	1513000	predictiva que en los modelos originales
1513000	1515000	y terminamos con
1517000	1519000	un rango de accuracy
1519000	1521000	en torno a 0.9
1525000	1527000	cuando aplicamos esto sobre un caso real
1527000	1529000	esto hasta ahora vimos en test
1529000	1531000	le estamos mostrando un caso real que no prosperó
1531000	1533000	los casos que prosperaron
1533000	1535000	lamentablemente no los podemos compartir
1535000	1537000	pero queríamos instalar
1537000	1539000	una estación de servicio en esta zona
1539000	1541000	en algún punto
1541000	1543000	de este círculo de la
1543000	1545000	de la ciudad de La Plata
1545000	1547000	corrimos el modelo
1547000	1549000	nos dio este resultado
1551000	1553000	este es otro caso particular que no vimos antes
1553000	1555000	antes vimos probabilidades que estaban
1555000	1557000	que estaban bien definidas muy alto
1557000	1559000	hasta cierto valor y caía y era muy bajo
1559000	1561000	en algunos casos el resultado
1561000	1563000	aparece como un escalón
1563000	1565000	cuando aparece como un escalón
1565000	1567000	para la interpretación de esto vamos al criterio clásico de probabilidades
1567000	1569000	y nos quedamos con probabilidad muy alta
1569000	1571000	y es más de 0.85
1571000	1573000	alta si es de más de 0.75
1573000	1575000	moderada si es más de la mitad
1575000	1577000	y baja si es menos de la mitad
1577000	1579000	en este caso la probabilidad alta daba
1579000	1581000	200.000 litros
1581000	1583000	con más de 75%
1583000	1585000	con ese volumen no resultaba ser
1585000	1587000	un potencial negocio interesante
1587000	1589000	y por eso
1589000	1591000	fue descartado
1593000	1595000	esto era
1595000	1597000	lo que teníamos para contarles
1597000	1599000	para poder mostrar
1599000	1601000	el caso
1601000	1603000	desde el problema
1603000	1605000	a la solución específica
1605000	1607000	de cómo solucionamos ese problema
1607000	1609000	o sea, ir no de los datos
1609000	1611000	sino del problema de negocio
1611000	1613000	y no sólo mostrar el producto final
1613000	1615000	que era básicamente el predictor de ventas
1615000	1617000	sino contar todo el proceso
1617000	1619000	con el cual había sido construido
