start,end,text
532.96,536.12," a partir del 9 de marzo que se abren los sobres,"
536.2,541.88, el sistema de riego chimba con una inversión de 1.300 millones
541.96,547.9200000000001, que de alguna manera nos permite ampliar la superficie atendida
548.0,550.0400000000001, por los sistemas de riego nuevo.
550.0799999999999,554.64, Y asimismo estamos licitando el sistema de riego del Lujano Oeste
554.7199999999999,557.0799999999999, que entendemos que para la provincia es muy importante
557.16,561.28, con 80% de financiamiento a cargo del Estado Nacional.
561.36,565.8, Obviamente siguen ejecución la modernización del sistema de riego y juela
565.88,570.5999999999999, y creo que además en paralelo hay que sostener el sistema
570.68,574.76, de líneas de crédito que traemos o que venimos llevando adelante
574.8399999999999,577.04, para modernización de los riegos.
578.04,583.04, Ayer Daniel estuvo trabajando con la Cobiar
583.12,587.1999999999999, en lo que es el centro de transferencia de tecnologías 4.0
587.28,592.5999999999999, porque entendemos que acompañar con inversiones a cada una
592.68,596.0799999999999, de las actividades o a cada uno de los sectores en lo que es
596.16,600.52, investigación para el valor agregado es parte central de la economía
600.5999999999999,606.0799999999999, y en ese sentido anunciar la inversión para el SITES
606.12,610.0, de 3 millones y medio de un total de 5 millones de dólares
610.08,614.76, que de alguna manera nos permite avanzar en la puesta en marcha
614.84,616.64, de este proyecto.
619.08,623.6, Y asimismo lo perdí al presidente del INB.
623.6800000000001,625.2800000000001, Ahí está.
625.36,630.0400000000001, Asimismo espero visitar pronto la provincia nuevamente
630.12,634.76," porque estamos terminando la estación del Valle de Uco,"
634.76,639.3199999999999," del Instituto Nacional, que hace una enorme cantidad de tiempo"
639.4,641.08, era reclamada.
641.16,646.56, Quiero además dejarles algunas buenas noticias.
648.16,656.3199999999999," En primer lugar, porque recién planteaban las dificultades"
656.4,661.12, sufridas en términos comerciales alrededor del mosto.
662.12,667.92, Y sin duda que es una de las grandes batallas que a lo largo
668.0,670.6, de estos años la vitivinicultura ha dado.
670.68,675.4, Hemos inicializado y estamos para firmar y vamos a invitar
675.48,680.76, a la coviar a ser parte de la firma el acuerdo con el gobierno
680.84,683.96, de los Estados Unidos que nos permite levantar las restricciones
684.04,687.8, para el mosto como mercado de comercialización argentina
688.28,693.76," y que entendemos que es central para, de alguna manera,"
694.64,700.56," levantar el espíritu, el ánimo y la idea de que tenemos nuevos mercados."
701.28,714.12, Y quiero también entendiendo que la perdida de competitividad
714.12,717.28, es la verdad por las dificultades que representaron
717.36,720.72, la helada o el granizo.
722.16,726.36, Pero también las pérdidas de competitividad es producto
726.44,732.6, de nuestros problemas macroeconómicos a lo largo de los últimos años.
732.68,734.8, Nos han hecho perder mercados.
735.96,740.48," Y el año pasado, en la decisión de recuperar mercados"
740.48,746.64," y consolidar reservas, intentamos con un sector de la economía"
746.72,750.36, poner en marcha un programa de fortalecimiento exportador
750.44,754.9200000000001, con muy buenos resultados para las reservas argentinas
755.0,760.08, y para los sectores productivos y económicos del núcleo centro de la Argentina.
760.16,765.84," Algunos lo plantearon más como una cuestión vinculada a la soja,"
765.9200000000001,768.88, pero el complejo agriindustrial alrededor de la soja
768.96,771.2, es mucho más importante.
771.28,776.64," Quiero contarles que a partir del 1º de abril,"
777.8,783.28, así como usimos en marcha en algún momento un mecanismo
783.36,785.8," para ese complejo agriindustrial,"
785.88,789.28, hoy vamos a acompañarlo con un mecanismo para lo que son
789.36,794.8, todas las economías regionales arrancando por la vitivinicultura.
794.88,798.04," Para recuperar competitividad exportadora,"
798.0799999999999,800.04," para recuperar mercados,"
800.12,805.64, pero también para que tengan la oportunidad frente a la pérdida
805.7199999999999,810.28," que representó el granizo, que representó la helada,"
810.36,812.0799999999999," de alguna manera,"
812.16,816.68, de que el Estado y el sector productivo juntos
816.76,821.7199999999999," tengan la oportunidad de contribuir a consolidar las reservas de la Argentina,"
821.8,825.24, pero de consolidar el crecimiento y el desarrollo productivo
825.24,830.4," de quienes generan 330.000 puestos de trabajo en la Argentina,"
830.48,832.76, como son las economías regionales.
832.84,837.12," Así que acá tenemos a cobir,"
837.84,839.76," también tenemos a Bodegas,"
839.84,841.96," la vida hace un ratito por ahí a la Presidenta,"
842.04,844.04, ahora ahí está.
845.12,849.8, Nos queda de acá el 1º de abril que en la reglamentación
849.88,855.2, y en el programa de trabajo tengamos la capacidad de cuidar 3 cosas.
855.96,860.2," Competitividad exportadora para recuperar mercados,"
860.28,864.36, capacidad de que ese precio nuevo llegue a todos los productores
864.44,867.6800000000001, para que no se transforme en utilidad de unos pocos
867.76,872.92," y de alguna manera que tengamos también el desafío,"
873.0,875.0," entre todos,"
876.32,881.16, de que esté garantizado con buen precio el abastecimiento en mercado interno.
881.24,883.52," Si el vino es de la mesa de los argentinos,"
883.6,888.12," también además de sostener y aumentar mercados exportadores,"
888.1999999999999,891.68, lo tenemos que cuidar a buen precio en la mesa de los argentinos.
891.76,894.0," Con esos 3 desafíos,"
894.0799999999999,896.48," nos quedan 20 días de trabajo,"
896.56,898.0," porque el 1º de abril,"
898.0799999999999,902.24," con competitividad cambiaria que pone el Estado para el desarrollo,"
902.3199999999999,904.4399999999999, tenemos que tener más vino argentino en el mundo.
904.52,906.0, Muchas gracias.
